cust_id,first_name,last_name,gender,email,product_id,product_name,product_category,product_price,quantity_sold,purchase_date,payment_method,shipping_address,delivery_period,total_price
C114,Noah,Shah,Male,vallsup1v@ovh.net,P035,Winter Scarf,Clothing,35.5,8,1/30/2021,cash,45057 Petterle Alley,4,284.0
C114,Noah,Shah,Male,ebaiden1w@slate.com,P022,Organic Green Tea,Grocery,70.14,23,6/2/2021,PayPal,76 Surrey Way,4,1613.22
C104,Omar,Ali,,izorn1x@fotki.com,P046,Sticky Notes (3x3),Office Supplies,75.64,7,5/31/2021,Credit Card,21 Holmberg Avenue,4,529.48
C101,Alice,Johnson,Female,dbalm1y@4shared.com,P011,"""Atomic Habits""",,3.24,10,2/12/2021,Apple Pay,75 Monument Park,5,32.4
C114,Noah,,Male,lseage1z@addtoany.com,P022,Organic Green Tea,Grocery,56.83,22,2/12/2021,PayPal,47 Sachs Road,6,
C107,Sophia,Singh,Female,ntoffoloni20@geocities.jp,P023,Chocolate Chip Cookies,Grocery,57.81,22,1/19/2021,COD,2 Summer Ridge Crossing,4,1271.82
C112,Ethan,Wong,Male,plemarie21@acquirethisname.com,P014,Lego Creator Set,Toys & Games,93.76,5,1/12/2021,Apple Pay,844 Lakewood Junction,5,
C112,Ethan,Wong,Male,vlonder22@theglobeandmail.com,P035,Winter Scarf,Clothing,11.73,6,4/10/2021,PayPal,88 Ridgeview Parkway,4,70.38
C103,Emma,Chen,Female,,P046,Sticky Notes (3x3),Office Supplies,47.02,9,5/15/2021,Apple Pay,080 Village Green Place,,423.18
C101,,Johnson,,bfarguhar24@desdev.cn,P023,Chocolate Chip Cookies,Grocery,52.17,24,2/3/2021,cash,8629 New Castle Street,5,1252.08
C107,Sophia,Singh,Female,lburgot25@indiegogo.com,,Board Game: Codenames,Toys & Games,97.56,1,1/3/2021,COD,,7,97.56
C112,Ethan,Wong,Male,mboxill26@ovh.net,P020,Face Moisturizer,Health & Personal Care,,21,3/29/2021,COD,,4,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C111,Sara,Mehta,Female,adurnall27@irs.gov,P029,,Automotive,26.71,18,1/22/2021,Apple Pay,,7,480.78
C109,Maya,Rodriguez,Female,mbeiderbecke28@cisco.com,P029,,Automotive,77.04,8,2/5/2021,Credit Card,55 Quincy Road,8,616.32
C107,Sophia,Singh,Female,adubock29@hugedomains.com,P045,Breakfast Cereal,Grocery,45.66,12,1/11/2021,Credit Card,12 Carberry Pass,4,547.92
C107,Sophia,Singh,Female,jgabites2a@1688.com,P032,LED Desk Lamp,Home & Kitchen,58.32,11,1/3/2021,COD,010 Carberry Point,5,641.52
,Arjun,Verma,Male,dwindham2b@mozilla.com,P022,Organic Green Tea,,71.62,10,4/23/2021,Apple Pay,08536 Gulseth Avenue,,716.2
C113,Aisha,Desai,Female,rengland2c@so-net.ne.jp,P040,Resistance Bands,Sports & Outdoors,88.21,22,4/3/2021,COD,87 Golf Course Lane,4,1940.62
C103,,Chen,,lneno2d@ucsd.edu,P005,,Home & Kitchen,37.78,4,4/18/2021,Credit Card,1 Morning Drive,5,151.12
C109,,Rodriguez,,hankers2e@posterous.com,P046,Sticky Notes (3x3),Office Supplies,13.21,9,5/16/2021,PayPal,7 Longview Plaza,7,118.89
C110,Liam,Thompson,Male,zfesby2f@discuz.net,P044,Pasta Sauce,Grocery,77.99,14,6/21/2021,cash,44 Anhalt Street,7,1091.86
C104,Omar,Ali,Male,bhoggins2g@shop-pro.jp,P006,Vacuum Cleaner,Home & Kitchen,23.01,10,5/21/2021,Apple Pay,762 Park Meadow Court,7,230.1
,Ethan,Wong,Male,ewoodwind2h@boston.com,P046,,Office Supplies,66.03,25,6/7/2021,COD,560 Calypso Street,8,1650.75
C107,Sophia,Singh,Female,acongreave2i@so-net.ne.jp,P026,Ballpoint Pens,Office Supplies,82.68,19,3/8/2021,Credit Card,3 Norway Maple Place,5,1570.92
C111,Sara,Mehta,Female,dhurring2j@networksolutions.com,P005,Nonstick Frying Pan,Home & Kitchen,45.01,20,5/22/2021,PayPal,7 Sachs Alley,6,900.2
C110,Liam,Thompson,Male,edesport2k@networkadvertising.org,P040,,Sports & Outdoors,49.03,7,5/18/2021,COD,34053 Manufacturers Alley,4,343.21
C113,Aisha,Desai,Female,jlefeuvre2l@photobucket.com,P029,Windshield Sun Shade,Automotive,15.89,1,3/15/2021,COD,2972 Johnson Drive,7,15.89
C108,Arjun,,Male,cagronski2m@blogtalkradio.com,P020,,Health & Personal Care,93.78,5,6/21/2021,cash,87 Loomis Parkway,7,468.9
C110,Liam,Thompson,Male,keccles2n@freewebs.com,P020,Face Moisturizer,Health & Personal Care,26.77,,2/4/2021,PayPal,5514 La Follette Lane,4,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C106,David,Kim,Male,cfilippi2o@geocities.com,P029,Windshield Sun Shade,Automotive,16.72,16,5/12/2021,COD,75 Jenna Pass,8,267.52
C114,Noah,Shah,Male,abockings2p@chicagotribune.com,P006,Vacuum Cleaner,,38.55,18,3/21/2021,COD,45859 Monica Parkway,8,693.9
C101,Alice,Johnson,Female,nkevern2q@unesco.org,P031,Noise Cancelling Headphones,Electronics,92.9,10,5/12/2021,PayPal,2 Basil Center,7,929.0
C106,David,,Male,,P008,Women's Jacket,Clothing,63.21,6,2/25/2021,cash,6052 Packers Plaza,4,379.26
C107,Sophia,Singh,Female,bcammack2s@umich.edu,P025,,Office Supplies,20.98,8,1/17/2021,PayPal,54 Lunder Pass,6,167.84
C103,Emma,Chen,Female,gortes2t@soup.io,P042,First Aid Kit,Health & Personal Care,63.61,16,5/3/2021,COD,0 Ronald Regan Lane,8,1017.76
C105,Priya,Nair,Female,aborris2u@wired.com,P032,LED Desk Lamp,Home & Kitchen,99.61,14,4/15/2021,Apple Pay,08518 Mariners Cove Terrace,8,1394.54
C101,Alice,Johnson,Female,sbodemeaid2v@army.mil,P012,"""Deep Work""",Books,,13,5/31/2021,Apple Pay,656 Bay Way,7,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C104,,Ali,Male,jwalding2w@etsy.com,P001,Wireless Earbuds,Electronics,26.86,6,3/30/2021,COD,18229 Huxley Lane,7,161.16
C106,David,Kim,Male,byearnes2x@google.fr,P016,Yoga Mat,Sports & Outdoors,10.92,20,1/21/2021,PayPal,44589 Nancy Terrace,8,218.4
C111,Sara,Mehta,,acrocket2y@nbcnews.com,P040,Resistance Bands,Sports & Outdoors,12.95,17,3/3/2021,Credit Card,25 Blue Bill Park Alley,4,220.15
C107,Sophia,Singh,Female,lcoaster2z@java.com,P041,Protein Shake Bottle,Sports & Outdoors,44.78,15,5/24/2021,Credit Card,092 Maple Street,8,671.7
C102,Raj,Patel,Male,pleyshon30@state.gov,P022,Organic Green Tea,Grocery,23.76,15,1/2/2021,Apple Pay,8075 Moulton Place,6,356.4
C101,Alice,Johnson,Female,dtollett31@java.com,P039,Jigsaw Puzzle (1000 pcs),Toys & Games,31.16,12,4/10/2021,cash,132 Anthes Junction,7,373.92
C112,Ethan,Wong,Male,lgannon32@illinois.edu,P038,Rubik’s Cube,Toys & Games,84.06,23,6/9/2021,PayPal,4 Stang Pass,5,1933.38
,David,Kim,Male,ningley33@google.it,P009,Casual T-Shirt,Clothing,,7,3/29/2021,cash,3 Briar Crest Alley,6,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C115,Isabella,Das,Female,hpimlett34@cpanel.net,P033,Coffee Mug Set,Home & Kitchen,22.54,7,6/14/2021,Credit Card,8467 Rutledge Avenue,7,
C102,Raj,Patel,Male,fginie35@live.com,P047,Highlighters (6-pack),Office Supplies,59.96,4,6/23/2021,Credit Card,45 Rieder Place,4,239.84
C107,Sophia,Singh,Female,klaffan36@vkontakte.ru,P046,Sticky Notes (3x3),Office Supplies,80.75,21,6/4/2021,COD,75 Lerdahl Parkway,5,1695.75
C105,,Nair,Female,ygranger37@about.me,P025,Notebook (5-pack),Office Supplies,71.02,8,3/14/2021,Credit Card,0 Thompson Point,7,568.16
C113,,Desai,Female,msand38@economist.com,P020,Face Moisturizer,Health & Personal Care,11.9,16,2/23/2021,Apple Pay,8 Welch Place,7,190.4
C113,Aisha,Desai,Female,plifton39@independent.co.uk,P002,Smartwatch,Electronics,66.97,14,4/25/2021,cash,478 Parkside Road,7,937.58
C109,Maya,Rodriguez,Female,etreamayne3a@topsy.com,P049,USB Car Charger,Automotive,78.91,3,3/26/2021,Apple Pay,0476 Armistice Point,4,236.73
C113,Aisha,Desai,Female,nricharz3b@sbwire.com,P046,Sticky Notes (3x3),Office Supplies,39.8,19,1/15/2021,PayPal,3497 Dakota Lane,6,756.2
C103,Emma,Chen,Female,mhellikes3c@bbb.org,P039,Jigsaw Puzzle (1000 pcs),Toys & Games,63.18,2,3/21/2021,COD,3 Banding Center,8,126.36
C104,Omar,,,mbryett3d@purevolume.com,P029,Windshield Sun Shade,Automotive,4.57,1,4/18/2021,Apple Pay,745 Browning Avenue,4,
C101,Alice,Johnson,Female,shunter3e@biblegateway.com,P027,,Office Supplies,48.29,17,1/1/2021,Credit Card,311 Shopko Park,5,820.93
C109,Maya,Rodriguez,Female,kgodding3f@homestead.com,P020,Face Moisturizer,Health & Personal Care,64.46,16,4/13/2021,PayPal,759 John Wall Parkway,8,1031.36
C107,Sophia,Singh,Female,mtaggert3g@ed.gov,P020,Face Moisturizer,Health & Personal Care,65.53,25,1/8/2021,PayPal,4991 Manufacturers Court,4,1638.25
C109,Maya,,Female,apitrollo3h@geocities.com,P038,Rubik’s Cube,Toys & Games,21.0,24,3/3/2021,PayPal,75882 Mallard Way,7,504.0
C113,Aisha,Desai,,tmeneyer3i@moonfruit.com,P032,LED Desk Lamp,Home & Kitchen,27.45,13,6/6/2021,Credit Card,0704 Mandrake Park,4,356.85
C115,Isabella,Das,Female,nkezar3j@sohu.com,P024,Almond Butter,Grocery,71.2,8,6/20/2021,cash,1 Sugar Place,8,569.6
C110,Liam,Thompson,,gyeskov3k@yelp.com,P009,Casual T-Shirt,Clothing,,23,5/29/2021,COD,673 Rockefeller Circle,4,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C106,David,Kim,Male,lpietri3l@apache.org,P027,Wireless Mouse,Office Supplies,95.62,22,6/18/2021,COD,47705 2nd Road,5,2103.64
C111,Sara,Mehta,Female,,P003,Bluetooth Speaker,Electronics,53.86,21,6/18/2021,cash,5365 Upham Hill,4,1131.06
C110,Liam,Thompson,Male,vjollye3n@newyorker.com,P015,Plush Teddy Bear,Toys & Games,21.93,2,2/1/2021,cash,303 Victoria Hill,5,43.86
C101,Alice,Johnson,,wgyver3o@latimes.com,P013,Board Game: Codenames,Toys & Games,31.55,7,4/27/2021,PayPal,274 Summer Ridge Parkway,8,220.85
C107,Sophia,Singh,Female,aedwins3p@webnode.com,P038,Rubik’s Cube,Toys & Games,4.67,12,2/24/2021,PayPal,6 Nova Point,7,56.04
C111,Sara,Mehta,Female,cmckendry3q@opensource.org,P009,Casual T-Shirt,Clothing,87.59,10,4/6/2021,cash,6218 John Wall Place,7,
C107,Sophia,Singh,Female,gscollan3r@theguardian.com,,Electric Kettle,Home & Kitchen,51.23,3,1/11/2021,Credit Card,04 Mendota Trail,4,153.69
,Aisha,Desai,Female,wrabbet3s@facebook.com,P020,Face Moisturizer,Health & Personal Care,60.16,12,4/23/2021,cash,02 Jana Trail,4,721.92
C108,Arjun,Verma,,sould3t@scribd.com,P035,Winter Scarf,Clothing,9.3,10,2/25/2021,PayPal,4694 Thackeray Junction,5,
C103,Emma,Chen,Female,lbellenger3u@spotify.com,P049,USB Car Charger,Automotive,73.95,21,6/28/2021,COD,345 Transport Pass,4,1552.95
C106,David,Kim,Male,twhibley3v@ca.gov,P016,Yoga Mat,Sports & Outdoors,55.13,,6/17/2021,COD,7 Dawn Junction,8,
C103,Emma,Chen,Female,,P021,Hair Dryer,Health & Personal Care,98.2,1,2/24/2021,Credit Card,7104 Sugar Trail,8,98.2
C112,Ethan,Wong,Male,,P030,Steering Wheel Cover,Automotive,91.49,6,3/5/2021,COD,39432 Bunker Hill Point,4,548.94
C109,Maya,Rodriguez,Female,mmcmeekan3y@cbsnews.com,P011,"""Atomic Habits""",Books,84.5,21,5/12/2021,cash,18258 Reinke Point,8,1774.5
C111,Sara,Mehta,Female,sgeorgi3z@miibeian.gov.cn,P011,"""Atomic Habits""",Books,16.61,7,2/19/2021,COD,0 Muir Crossing,8,
C109,Maya,Rodriguez,Female,jfallon40@weibo.com,P005,Nonstick Frying Pan,Home & Kitchen,,14,4/6/2021,Apple Pay,8 Ryan Trail,8,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
,Aisha,Desai,Female,tbande41@youku.com,P038,Rubik’s Cube,Toys & Games,36.82,,1/17/2021,cash,28118 Petterle Avenue,,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C111,Sara,Mehta,Female,jmacneachtain42@java.com,P020,Face Moisturizer,Health & Personal Care,74.05,6,3/6/2021,Apple Pay,,6,444.3
C109,,Rodriguez,Female,wslator43@mozilla.org,P030,Steering Wheel Cover,Automotive,30.76,1,,Apple Pay,21109 Sauthoff Junction,4,30.76
C101,Alice,Johnson,Female,swhitemarsh44@ehow.com,P042,First Aid Kit,Health & Personal Care,74.09,10,2/6/2021,PayPal,8 Shelley Court,4,740.9
C102,Raj,Patel,Male,jraspison45@shop-pro.jp,P015,Plush Teddy Bear,Toys & Games,1.69,11,1/17/2021,COD,99 Calypso Way,4,18.59
C115,Isabella,Das,Female,vbecerro46@drupal.org,P047,Highlighters (6-pack),Office Supplies,65.36,10,1/4/2021,COD,20 Moose Street,4,653.6
C113,Aisha,Desai,Female,casals47@dion.ne.jp,P018,Running Shorts,Sports & Outdoors,79.04,3,2/10/2021,cash,7 Bluestem Road,6,237.12
C115,Isabella,Das,Female,mchristal48@plala.or.jp,P041,Protein Shake Bottle,Sports & Outdoors,1.26,21,1/16/2021,Apple Pay,0606 Granby Park,7,26.46
C113,Aisha,Desai,Female,,P018,Running Shorts,Sports & Outdoors,52.59,13,3/3/2021,COD,147 2nd Plaza,7,683.67
C108,Arjun,Verma,Male,ekarolowski4a@sphinn.com,P031,Noise Cancelling Headphones,Electronics,37.58,20,5/5/2021,Credit Card,9 Green Ridge Street,5,751.6
C109,,Rodriguez,Female,hrosewell4b@netlog.com,P004,,Home & Kitchen,97.37,13,1/10/2021,COD,9 Jackson Circle,5,1265.81
C111,Sara,Mehta,Female,tcallear4c@youtube.com,P036,"""Can't Hurt Me""",Books,53.57,22,4/19/2021,Credit Card,2869 Ridgeway Park,4,1178.54
C105,Priya,Nair,Female,cwreford4d@nifty.com,P007,Men's Running Shoes,Clothing,69.24,22,4/12/2021,Credit Card,0 Tony Circle,7,1523.28
C114,Noah,Shah,Male,ahabershon4e@umich.edu,P047,Highlighters (6-pack),Office Supplies,84.04,13,5/25/2021,PayPal,1 Roth Hill,6,1092.52
C110,Liam,,Male,tskoughman4f@fc2.com,P013,Board Game: Codenames,Toys & Games,10.17,7,1/1/2021,PayPal,0 Lukken Point,5,71.19
C101,Alice,Johnson,Female,amantione4g@slate.com,P007,Men's Running Shoes,Clothing,98.22,1,6/13/2021,COD,69 Charing Cross Lane,5,98.22
C102,Raj,Patel,Male,dfidge4h@smugmug.com,P027,,Office Supplies,39.63,22,3/16/2021,COD,62556 Fremont Way,8,871.86
C114,Noah,Shah,Male,sedger4i@vistaprint.com,P022,Organic Green Tea,Grocery,78.94,22,1/8/2021,Apple Pay,26062 Sommers Point,5,1736.68
C115,Isabella,Das,,jnoone4j@spotify.com,P009,Casual T-Shirt,Clothing,,21,5/25/2021,cash,,4,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
C104,Omar,Ali,Male,mbrogan4k@hugedomains.com,P034,Maxi Dress,Clothing,11.33,9,1/18/2021,cash,3797 Jenifer Crossing,5,101.97
C112,Ethan,Wong,Male,bgillanders4l@shareasale.com,P035,,Clothing,60.16,3,5/13/2021,COD,281 Upham Junction,6,180.48
C110,Liam,Thompson,Male,mpeaurt4m@liveinternet.ru,P045,Breakfast Cereal,,65.29,23,5/18/2021,Apple Pay,10 Waxwing Pass,5,1501.67
C112,Ethan,Wong,Male,dutton4n@google.com,P002,Smartwatch,Electronics,2.2,15,6/6/2021,Apple Pay,2544 Bay Hill,8,33.0
C114,Noah,Shah,,mjuckes4o@phpbb.com,,Resistance Bands,Sports & Outdoors,26.39,23,2/10/2021,COD,88129 Crescent Oaks Crossing,5,606.97
C102,Raj,Patel,Male,rfetters4p@so-net.ne.jp,P006,Vacuum Cleaner,Home & Kitchen,64.88,5,6/17/2021,Credit Card,05 Garrison Center,4,324.4
